id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
2564,Dolores,Knight,dolores.knight.2564@gslingacademy.com,female,True,1,False,29,Scientist,83,94,83,87,79,63,96
2565,Ernest,Jones,ernest.jones.2565@gslingacademy.com,male,False,3,True,30,Scientist,78,86,84,91,83,76,70
2566,Jacob,Hicks,jacob.hicks.2566@gslingacademy.com,male,False,0,False,35,Scientist,86,77,94,92,89,79,92
2567,Alex,Stephens,alex.stephens.2567@gslingacademy.com,male,False,0,False,32,Scientist,85,52,80,87,87,64,100
2568,Charlene,Graham,charlene.graham.2568@gslingacademy.com,female,False,6,True,32,Scientist,95,83,100,96,81,79,86
2569,Elena,Mccall,elena.mccall.2569@gslingacademy.com,female,False,3,True,31,Scientist,76,100,95,90,93,69,80
2570,Beckett,Sanders,beckett.sanders.2570@gslingacademy.com,male,True,3,True,29,Scientist,82,50,100,89,81,82,83
2571,Sonia,Wolf,sonia.wolf.2571@gslingacademy.com,female,False,7,False,32,Scientist,86,92,83,81,93,83,75
2572,Julio,Cruz,julio.cruz.2572@gslingacademy.com,male,False,4,True,30,Scientist,86,59,92,92,97,81,97
2573,Lydia,Murray,lydia.murray.2573@gslingacademy.com,female,False,2,True,34,Scientist,79,84,90,88,89,76,70
2574,Mitchell,Snow,mitchell.snow.2574@gslingacademy.com,male,False,2,False,31,Scientist,90,64,84,84,93,92,74
2575,Viola,Weiss,viola.weiss.2575@gslingacademy.com,female,False,6,False,29,Scientist,79,77,88,87,82,64,80
2576,Joanne,Burnett,joanne.burnett.2576@gslingacademy.com,female,False,0,False,33,Scientist,85,89,95,89,94,81,91
2577,Dalton,Torres,dalton.torres.2577@gslingacademy.com,male,False,3,False,32,Scientist,98,65,90,93,90,77,69
2578,Jaime,Keller,jaime.keller.2578@gslingacademy.com,male,False,4,False,33,Scientist,88,77,94,92,84,50,90
2579,Shannon,Mcbride,shannon.mcbride.2579@gslingacademy.com,female,False,2,True,29,Scientist,91,72,89,80,82,60,62
2580,Logan,Brown,logan.brown.2580@gslingacademy.com,male,True,3,False,29,Scientist,90,80,91,100,89,76,91
2581,Eva,Peterson,eva.peterson.2581@gslingacademy.com,female,False,4,False,32,Scientist,77,67,87,88,87,100,89
2582,Amy,Campbell,amy.campbell.2582@gslingacademy.com,female,True,6,False,33,Scientist,91,100,87,100,96,95,80
2583,Meghan,Pitts,meghan.pitts.2583@gslingacademy.com,female,False,4,False,33,Scientist,85,84,88,88,81,70,92
2584,Jeffery,Rogers,jeffery.rogers.2584@gslingacademy.com,male,False,5,False,34,Scientist,92,75,78,91,98,100,76
2585,Albert,Morris,albert.morris.2585@gslingacademy.com,male,True,5,False,31,Scientist,84,92,81,85,82,69,85
2586,Jenny,Frye,jenny.frye.2586@gslingacademy.com,female,False,4,True,32,Scientist,78,80,93,96,99,75,76
2587,Kyle,Walsh,kyle.walsh.2587@gslingacademy.com,male,False,3,False,33,Scientist,83,57,94,80,73,84,78
2588,Deanna,Garza,deanna.garza.2588@gslingacademy.com,female,False,0,True,34,Scientist,91,88,81,93,87,100,98
2589,Hector,Marshall,hector.marshall.2589@gslingacademy.com,male,False,2,False,31,Scientist,85,80,71,92,92,85,79
2590,Stacey,Hampton,stacey.hampton.2590@gslingacademy.com,female,False,3,True,31,Scientist,93,76,89,82,83,76,91
2591,Brenda,Hutchinson,brenda.hutchinson.2591@gslingacademy.com,female,False,1,False,32,Scientist,98,57,100,82,78,93,71
2592,Diana,Gallagher,diana.gallagher.2592@gslingacademy.com,female,False,6,False,27,Scientist,91,69,99,87,84,76,58
2593,Robert,Daniels,robert.daniels.2593@gslingacademy.com,male,False,4,False,30,Scientist,97,80,100,97,82,72,100
2594,Albert,Ford,albert.ford.2594@gslingacademy.com,male,False,3,True,33,Scientist,85,92,91,98,87,89,86
2595,Rebecca,Griffin,rebecca.griffin.2595@gslingacademy.com,female,True,0,False,28,Scientist,81,68,91,90,100,99,73
2596,Larry,Hamilton,larry.hamilton.2596@gslingacademy.com,male,False,1,False,34,Scientist,76,99,92,80,90,95,78
2597,Latoya,Kim,latoya.kim.2597@gslingacademy.com,female,False,2,True,33,Scientist,100,65,92,94,92,80,80
2598,Lillian,Willis,lillian.willis.2598@gslingacademy.com,female,False,1,True,31,Scientist,79,91,93,88,88,76,99
2599,Enrique,Brown,enrique.brown.2599@gslingacademy.com,male,False,6,True,32,Scientist,82,91,91,94,87,80,76
2600,Shannon,Newman,shannon.newman.2600@gslingacademy.com,female,False,6,False,31,Scientist,95,94,94,100,92,100,87
2601,Carla,Harris,carla.harris.2601@gslingacademy.com,female,False,5,True,33,Scientist,100,99,79,100,94,80,78
2602,Corey,Atkins,corey.atkins.2602@gslingacademy.com,male,False,4,False,34,Scientist,100,63,96,92,94,97,72
2603,Angelica,Rios,angelica.rios.2603@gslingacademy.com,female,False,5,True,32,Scientist,83,90,84,84,83,65,82
2604,Eliana,Nielsen,eliana.nielsen.2604@gslingacademy.com,female,False,2,False,32,Scientist,79,76,100,80,87,79,75
2605,Colton,Hunter,colton.hunter.2605@gslingacademy.com,male,False,4,False,30,Scientist,86,90,90,98,89,65,77
2606,Isla,Payne,isla.payne.2606@gslingacademy.com,female,False,0,False,30,Scientist,68,72,90,84,91,95,69
2607,Victoria,Allen,victoria.allen.2607@gslingacademy.com,female,False,3,True,31,Scientist,78,71,90,91,89,63,81
2608,Tanya,Cox,tanya.cox.2608@gslingacademy.com,female,False,5,False,32,Scientist,87,74,97,86,88,80,64
2609,Hector,Taylor,hector.taylor.2609@gslingacademy.com,male,False,2,False,35,Scientist,99,100,89,88,84,88,94
2610,Lydia,Armstrong,lydia.armstrong.2610@gslingacademy.com,female,False,4,True,31,Scientist,93,88,89,95,77,79,93
2611,Rachel,Russell,rachel.russell.2611@gslingacademy.com,female,False,2,False,33,Scientist,89,72,100,86,94,81,69
2612,Kimberly,Brennan,kimberly.brennan.2612@gslingacademy.com,female,True,5,False,32,Scientist,79,84,99,92,85,95,82
2613,Clarence,Torres,clarence.torres.2613@gslingacademy.com,male,True,3,False,33,Scientist,96,74,81,85,86,79,70
2614,Lisa,Carlson,lisa.carlson.2614@gslingacademy.com,female,False,4,False,32,Scientist,84,78,89,95,80,80,86
2615,Melissa,Salinas,melissa.salinas.2615@gslingacademy.com,female,False,2,False,31,Scientist,94,70,93,92,96,85,82
2616,Martha,Greene,martha.greene.2616@gslingacademy.com,female,False,0,False,32,Scientist,94,74,92,94,96,100,76
2617,Albert,Hoffman,albert.hoffman.2617@gslingacademy.com,male,False,1,False,33,Scientist,76,100,89,82,84,71,83
2618,Leroy,Edwards,leroy.edwards.2618@gslingacademy.com,male,False,2,False,33,Scientist,100,74,88,90,95,100,97
2619,Lily,Davis,lily.davis.2619@gslingacademy.com,female,False,0,True,30,Scientist,73,50,100,82,85,63,60
2620,Liam,Greene,liam.greene.2620@gslingacademy.com,male,False,7,False,33,Scientist,87,92,91,100,96,100,94
2621,Arturo,Gordon,arturo.gordon.2621@gslingacademy.com,male,False,0,False,33,Scientist,86,75,92,92,83,81,89
2622,Cameron,Knight,cameron.knight.2622@gslingacademy.com,male,False,5,False,28,Scientist,79,64,95,82,91,72,70
2623,Clarence,Torres,clarence.torres.2623@gslingacademy.com,male,False,3,False,32,Scientist,83,78,100,84,86,81,81
2624,Marco,Sutton,marco.sutton.2624@gslingacademy.com,male,False,4,True,30,Scientist,93,83,89,95,84,87,75
2625,Cora,Douglas,cora.douglas.2625@gslingacademy.com,female,False,3,False,30,Scientist,83,63,97,89,95,85,70
2626,Eleanor,Allen,eleanor.allen.2626@gslingacademy.com,female,False,0,True,31,Scientist,87,88,95,87,83,86,97
2627,Russell,Richards,russell.richards.2627@gslingacademy.com,male,False,3,False,30,Scientist,95,75,99,98,95,98,75
2628,Devin,Curtis,devin.curtis.2628@gslingacademy.com,male,False,4,False,31,Scientist,80,83,84,90,93,82,81
2629,Carter,Morales,carter.morales.2629@gslingacademy.com,male,False,3,True,31,Scientist,98,58,89,99,88,93,88
2630,Louis,Banks,louis.banks.2630@gslingacademy.com,male,False,2,False,31,Scientist,88,94,88,97,95,89,84
2631,Jamie,Warren,jamie.warren.2631@gslingacademy.com,male,False,3,False,32,Scientist,74,100,90,92,96,65,72
2632,Anita,Hughes,anita.hughes.2632@gslingacademy.com,female,False,2,True,33,Scientist,91,77,96,90,77,75,77
2633,Margarita,Carter,margarita.carter.2633@gslingacademy.com,female,False,0,False,29,Scientist,89,85,89,91,89,100,100
2634,Colton,Nolan,colton.nolan.2634@gslingacademy.com,male,False,4,True,32,Scientist,88,89,90,87,81,63,89
2635,Ricky,Bush,ricky.bush.2635@gslingacademy.com,male,False,6,True,29,Scientist,75,83,82,88,93,65,70
2636,Jorge,Harris,jorge.harris.2636@gslingacademy.com,male,False,3,False,31,Scientist,83,83,85,95,89,85,77
2637,Cameron,Cabrera,cameron.cabrera.2637@gslingacademy.com,male,False,3,False,32,Scientist,93,90,91,93,94,88,84
2638,Deanna,Guzman,deanna.guzman.2638@gslingacademy.com,female,False,4,False,33,Scientist,95,94,96,97,92,90,92
2639,Connor,Mcguire,connor.mcguire.2639@gslingacademy.com,male,False,1,False,35,Scientist,88,95,86,81,89,96,95
2640,Matthew,Hamilton,matthew.hamilton.2640@gslingacademy.com,male,False,1,False,31,Scientist,98,75,91,93,80,80,99
2641,Antoinette,Santiago,antoinette.santiago.2641@gslingacademy.com,female,False,5,False,35,Scientist,74,97,95,88,83,89,81
2642,Abraham,Lawrence,abraham.lawrence.2642@gslingacademy.com,male,False,4,True,30,Scientist,84,66,80,84,85,92,75
2643,Connor,Henry,connor.henry.2643@gslingacademy.com,male,False,1,False,34,Scientist,90,86,93,98,89,80,75
2644,Carla,Reyes,carla.reyes.2644@gslingacademy.com,female,False,3,False,30,Scientist,93,71,99,90,97,74,78
2645,Carl,Browning,carl.browning.2645@gslingacademy.com,male,False,6,False,31,Scientist,88,78,89,90,100,82,59
2646,Dawn,Mitchell,dawn.mitchell.2646@gslingacademy.com,female,False,4,True,30,Scientist,79,54,84,91,83,85,71
2647,Mila,Malcolm,mila.malcolm.2647@gslingacademy.com,female,False,0,False,31,Scientist,83,80,92,84,97,77,87
2648,Aubree,Montgomery,aubree.montgomery.2648@gslingacademy.com,female,False,3,False,28,Scientist,75,57,100,79,85,61,68
2649,Ariana,Mueller,ariana.mueller.2649@gslingacademy.com,female,False,7,False,33,Scientist,98,89,85,96,87,81,79
2650,Emma,Bender,emma.bender.2650@gslingacademy.com,female,False,3,False,34,Scientist,82,100,100,96,95,70,85
2651,Marissa,Patel,marissa.patel.2651@gslingacademy.com,female,False,1,False,32,Scientist,78,76,94,93,86,85,79
2652,Arthur,Dunn,arthur.dunn.2652@gslingacademy.com,male,False,3,False,30,Scientist,87,65,96,88,69,65,79
2653,David,Hanson,david.hanson.2653@gslingacademy.com,male,False,4,False,31,Scientist,77,77,94,97,77,80,74
2654,Diana,Cruz,diana.cruz.2654@gslingacademy.com,female,False,2,True,34,Scientist,84,82,82,75,81,82,90
2655,Lindsay,Howard,lindsay.howard.2655@gslingacademy.com,female,False,0,True,31,Scientist,92,92,88,88,90,66,88
2656,Joshua,Vargas,joshua.vargas.2656@gslingacademy.com,male,False,2,False,31,Scientist,88,90,99,94,94,85,96
2657,Eva,Randolph,eva.randolph.2657@gslingacademy.com,female,False,1,False,31,Scientist,81,86,90,96,87,75,91
2658,Brandon,Conrad,brandon.conrad.2658@gslingacademy.com,male,False,0,False,34,Scientist,89,89,91,90,88,77,100
2659,Isaac,Thomas,isaac.thomas.2659@gslingacademy.com,male,False,0,False,33,Scientist,84,71,100,91,92,81,98
2660,Alice,Grant,alice.grant.2660@gslingacademy.com,female,True,1,False,30,Scientist,91,73,99,87,90,84,67
2661,Chloe,Randolph,chloe.randolph.2661@gslingacademy.com,female,True,5,False,29,Scientist,78,60,96,89,79,72,84
2662,Dylan,Nguyen,dylan.nguyen.2662@gslingacademy.com,male,False,0,True,31,Scientist,100,69,97,96,90,83,82
2663,Ariana,Rollins,ariana.rollins.2663@gslingacademy.com,female,False,3,False,31,Scientist,83,77,86,87,91,74,69
2664,Kaylee,Mccann,kaylee.mccann.2664@gslingacademy.com,female,False,0,False,32,Scientist,91,67,100,86,80,72,84
2665,Jenna,Little,jenna.little.2665@gslingacademy.com,female,False,5,False,33,Scientist,93,57,84,88,90,73,84
2666,Diego,Holt,diego.holt.2666@gslingacademy.com,male,False,1,False,29,Scientist,84,63,97,88,85,96,87
2667,Harold,Castillo,harold.castillo.2667@gslingacademy.com,male,True,2,False,34,Scientist,91,71,84,86,91,96,74
2668,Leslie,Keller,leslie.keller.2668@gslingacademy.com,female,False,1,False,30,Scientist,70,81,89,90,79,50,78
2669,Lucas,Beard,lucas.beard.2669@gslingacademy.com,male,False,6,False,34,Scientist,89,71,83,97,85,79,92
2670,Miriam,Taylor,miriam.taylor.2670@gslingacademy.com,female,False,2,False,33,Scientist,100,73,90,82,91,80,84
2671,Bryce,Powell,bryce.powell.2671@gslingacademy.com,male,False,3,False,31,Scientist,79,58,99,84,85,96,79
2672,Velma,Valencia,velma.valencia.2672@gslingacademy.com,female,False,2,False,29,Scientist,85,70,98,87,84,94,83
2673,Tyler,Klein,tyler.klein.2673@gslingacademy.com,male,False,0,False,34,Scientist,83,75,88,89,89,100,71
2674,Evan,Houston,evan.houston.2674@gslingacademy.com,male,False,2,False,34,Scientist,94,82,81,91,80,88,99
2675,Peter,Werner,peter.werner.2675@gslingacademy.com,male,False,0,False,33,Scientist,91,100,76,93,97,97,100
2676,Benjamin,Freeman,benjamin.freeman.2676@gslingacademy.com,male,False,3,False,31,Scientist,91,57,96,90,89,81,78
2677,Laura,Dean,laura.dean.2677@gslingacademy.com,female,False,3,True,32,Scientist,98,85,83,97,87,99,91
2678,Roy,Kirby,roy.kirby.2678@gslingacademy.com,male,False,1,False,33,Scientist,68,81,84,84,82,52,77
2679,Dawn,May,dawn.may.2679@gslingacademy.com,female,False,5,False,34,Scientist,93,87,88,99,90,83,86
2680,Casey,Pierce,casey.pierce.2680@gslingacademy.com,male,False,5,False,33,Scientist,92,71,83,88,88,82,84
2681,Jordan,Rios,jordan.rios.2681@gslingacademy.com,male,False,3,True,31,Scientist,85,71,92,100,85,89,100
2682,Diego,Coleman,diego.coleman.2682@gslingacademy.com,male,False,3,False,29,Scientist,90,67,97,99,85,81,81
2683,Enrique,Austin,enrique.austin.2683@gslingacademy.com,male,False,3,True,32,Scientist,89,79,93,96,85,84,78
2684,Reed,Gray,reed.gray.2684@gslingacademy.com,male,False,5,False,32,Scientist,81,84,100,87,98,98,78
2685,Katelyn,Jensen,katelyn.jensen.2685@gslingacademy.com,female,False,4,False,33,Scientist,82,89,88,90,82,83,90
2686,Mario,Willis,mario.willis.2686@gslingacademy.com,male,False,0,True,30,Scientist,77,55,96,85,87,66,72
2687,Andre,Bush,andre.bush.2687@gslingacademy.com,male,False,3,True,30,Scientist,78,89,91,92,86,77,74
2688,Jennie,Nielsen,jennie.nielsen.2688@gslingacademy.com,female,False,3,True,31,Scientist,80,61,98,94,82,79,79
2689,Patrick,Vance,patrick.vance.2689@gslingacademy.com,male,False,2,False,29,Scientist,82,78,93,81,85,69,74
2690,Violet,Washington,violet.washington.2690@gslingacademy.com,female,False,4,False,26,Scientist,76,89,86,91,86,86,74
2691,Leona,Stephens,leona.stephens.2691@gslingacademy.com,female,False,1,True,30,Scientist,77,74,83,76,81,86,79
2692,Albert,Bush,albert.bush.2692@gslingacademy.com,male,False,5,True,30,Scientist,89,71,92,93,92,77,69
2693,Michael,Calhoun,michael.calhoun.2693@gslingacademy.com,male,False,2,False,31,Scientist,80,76,95,92,94,74,69
2694,Kyle,Kim,kyle.kim.2694@gslingacademy.com,male,False,0,True,29,Scientist,77,80,96,98,92,78,94
2695,Marco,Potter,marco.potter.2695@gslingacademy.com,male,True,0,True,30,Scientist,94,69,86,86,84,71,94
2696,Jeffrey,Miller,jeffrey.miller.2696@gslingacademy.com,male,False,4,True,33,Scientist,91,70,89,90,85,78,84
2697,Tonya,Harrison,tonya.harrison.2697@gslingacademy.com,female,False,0,True,29,Scientist,94,74,90,88,85,67,92
2698,Serenity,Cooper,serenity.cooper.2698@gslingacademy.com,female,False,5,True,34,Scientist,94,68,88,99,91,60,62
2699,Curtis,Crawford,curtis.crawford.2699@gslingacademy.com,male,False,6,True,30,Scientist,95,60,91,94,85,63,77
2700,George,Johnston,george.johnston.2700@gslingacademy.com,male,False,4,False,32,Scientist,82,69,100,82,78,56,76
2701,Jason,Williams,jason.williams.2701@gslingacademy.com,male,False,3,False,34,Banker,100,77,80,94,63,90,90
2702,Phyllis,Diaz,phyllis.diaz.2702@gslingacademy.com,female,False,1,False,24,Banker,99,84,84,78,78,77,68
2703,Miguel,Martinez,miguel.martinez.2703@gslingacademy.com,male,False,4,False,21,Banker,77,64,64,88,94,82,78
2704,Lindsay,Pruitt,lindsay.pruitt.2704@gslingacademy.com,female,False,3,False,32,Banker,90,96,86,61,89,98,68
2705,David,Vaughn,david.vaughn.2705@gslingacademy.com,male,True,2,False,18,Banker,94,78,73,97,67,78,99
2706,Veronica,Cameron,veronica.cameron.2706@gslingacademy.com,female,False,1,False,34,Banker,83,97,65,88,67,95,69
2707,Raymond,Shea,raymond.shea.2707@gslingacademy.com,male,False,10,True,22,Banker,99,81,96,69,91,87,83
2708,Kelsey,Brown,kelsey.brown.2708@gslingacademy.com,female,False,1,False,22,Banker,92,75,65,97,61,76,81
2709,Chelsea,Obrien,chelsea.obrien.2709@gslingacademy.com,female,True,4,False,16,Banker,95,82,66,63,67,92,69
2710,David,Patel,david.patel.2710@gslingacademy.com,male,False,2,False,12,Banker,85,65,60,78,81,96,76
2711,Michelle,Hill,michelle.hill.2711@gslingacademy.com,female,False,1,True,11,Banker,79,97,76,67,61,90,95
2712,Traci,Boyd,traci.boyd.2712@gslingacademy.com,female,False,3,False,26,Banker,76,94,77,88,85,91,61
2713,Amanda,Willis,amanda.willis.2713@gslingacademy.com,female,False,2,False,22,Banker,75,83,70,71,86,95,76
2714,Tammy,Miller,tammy.miller.2714@gslingacademy.com,female,False,3,False,17,Banker,84,62,92,74,73,98,91
2715,Samantha,Maldonado,samantha.maldonado.2715@gslingacademy.com,female,False,4,False,33,Banker,82,71,93,90,90,76,97
2716,Marie,Martin,marie.martin.2716@gslingacademy.com,female,False,5,False,29,Banker,75,88,65,80,76,94,97
2717,Joseph,Morris,joseph.morris.2717@gslingacademy.com,male,False,6,True,34,Banker,99,88,72,76,68,92,72
2718,Heidi,Jones,heidi.jones.2718@gslingacademy.com,female,False,6,False,16,Banker,75,95,84,87,78,82,86
2719,Jeremy,Daniels,jeremy.daniels.2719@gslingacademy.com,male,True,1,False,27,Banker,86,78,61,71,94,92,65
2720,Patricia,Gonzalez,patricia.gonzalez.2720@gslingacademy.com,female,False,3,True,15,Banker,100,86,74,96,80,99,76
2721,Rachel,Hamilton,rachel.hamilton.2721@gslingacademy.com,female,False,7,False,17,Banker,94,64,100,71,84,92,99
2722,Ricardo,Macias,ricardo.macias.2722@gslingacademy.com,male,False,3,False,10,Banker,95,60,87,71,91,84,98
2723,Brenda,Nichols,brenda.nichols.2723@gslingacademy.com,female,False,2,False,12,Banker,95,82,93,99,66,93,86
2724,Heather,Faulkner,heather.faulkner.2724@gslingacademy.com,female,False,10,False,26,Banker,77,62,97,82,74,98,95
2725,Sabrina,Hall,sabrina.hall.2725@gslingacademy.com,female,False,3,False,34,Banker,77,60,61,91,62,78,91
2726,Dawn,Gomez,dawn.gomez.2726@gslingacademy.com,female,True,3,False,24,Banker,85,74,65,76,100,95,68
2727,Kristin,Johnson,kristin.johnson.2727@gslingacademy.com,female,False,7,False,33,Banker,89,76,95,83,84,96,61
2728,Teresa,Stafford,teresa.stafford.2728@gslingacademy.com,female,False,1,False,20,Banker,84,92,63,91,89,92,76
2729,Deborah,Miller,deborah.miller.2729@gslingacademy.com,female,False,3,False,17,Banker,86,61,68,91,60,86,62
2730,Rhonda,Bradley,rhonda.bradley.2730@gslingacademy.com,female,False,3,False,16,Banker,78,89,68,63,81,92,97
2731,Monique,Peterson,monique.peterson.2731@gslingacademy.com,female,False,0,False,14,Banker,90,69,81,92,65,89,69
2732,Jill,Mathews,jill.mathews.2732@gslingacademy.com,female,False,2,True,32,Banker,87,87,76,67,68,89,77
2733,Allen,Booth,allen.booth.2733@gslingacademy.com,male,True,4,True,26,Banker,83,71,94,60,63,93,67
2734,Tammy,Fields,tammy.fields.2734@gslingacademy.com,female,False,5,True,24,Banker,100,96,97,64,76,77,61
2735,John,Martinez,john.martinez.2735@gslingacademy.com,male,False,4,False,30,Banker,91,79,78,95,86,89,100
2736,Angela,Joyce,angela.joyce.2736@gslingacademy.com,female,False,5,False,28,Banker,92,100,100,98,83,75,72
2737,Michael,Mercer,michael.mercer.2737@gslingacademy.com,male,False,5,False,22,Banker,97,87,90,70,96,75,93
2738,Carlos,Ramirez,carlos.ramirez.2738@gslingacademy.com,male,False,1,False,30,Banker,75,92,72,88,92,77,84
2739,Jessica,Hutchinson,jessica.hutchinson.2739@gslingacademy.com,female,False,2,False,31,Banker,89,91,85,69,76,92,94
2740,Tanya,Green,tanya.green.2740@gslingacademy.com,female,False,6,False,21,Banker,79,65,91,65,61,88,95
2741,Melinda,Freeman,melinda.freeman.2741@gslingacademy.com,female,False,3,True,31,Banker,90,80,84,70,65,89,64
2742,Chelsea,Olson,chelsea.olson.2742@gslingacademy.com,female,False,4,False,30,Banker,77,95,77,84,60,90,89
2743,Emily,Huang,emily.huang.2743@gslingacademy.com,female,False,4,False,34,Banker,88,85,68,62,64,99,66
2744,Nicole,Davidson,nicole.davidson.2744@gslingacademy.com,female,False,7,True,29,Banker,77,88,63,87,71,93,84
2745,Tara,Griffin,tara.griffin.2745@gslingacademy.com,female,True,5,True,31,Banker,93,99,79,78,64,87,76
2746,Lisa,Lloyd,lisa.lloyd.2746@gslingacademy.com,female,True,4,False,13,Banker,94,89,74,75,73,78,61
2747,Elizabeth,Maldonado,elizabeth.maldonado.2747@gslingacademy.com,female,False,4,True,12,Banker,88,86,79,93,68,92,99
2748,Daniel,Mcneil,daniel.mcneil.2748@gslingacademy.com,male,False,6,False,23,Banker,94,92,61,87,61,94,69
2749,Dennis,Park,dennis.park.2749@gslingacademy.com,male,False,2,False,21,Banker,81,72,87,62,69,93,72
2750,Anthony,Armstrong,anthony.armstrong.2750@gslingacademy.com,male,False,2,False,11,Banker,96,87,99,65,98,79,93
2751,James,Carter,james.carter.2751@gslingacademy.com,male,True,10,False,25,Banker,82,74,84,74,86,81,100
2752,William,Kerr,william.kerr.2752@gslingacademy.com,male,False,4,False,15,Banker,89,63,73,83,74,91,83
2753,Jake,Gonzalez,jake.gonzalez.2753@gslingacademy.com,male,False,4,True,21,Banker,76,87,63,92,93,87,88
2754,Nicole,Perry,nicole.perry.2754@gslingacademy.com,female,False,2,False,13,Banker,82,67,94,88,86,89,98
2755,Ian,Scott,ian.scott.2755@gslingacademy.com,male,False,2,False,21,Banker,94,74,74,89,67,93,96
2756,Heather,Donaldson,heather.donaldson.2756@gslingacademy.com,female,False,2,False,32,Banker,77,64,69,60,92,76,74
2757,Robert,Campbell,robert.campbell.2757@gslingacademy.com,male,False,7,False,31,Banker,81,92,68,93,69,78,89
2758,Lisa,Mitchell,lisa.mitchell.2758@gslingacademy.com,female,False,3,True,35,Banker,87,99,99,100,98,96,94
2759,Michael,Williams,michael.williams.2759@gslingacademy.com,male,False,3,False,14,Banker,85,88,85,92,96,81,95
2760,Steven,Martin,steven.martin.2760@gslingacademy.com,male,False,5,True,11,Banker,81,71,76,95,99,85,71
2761,Tina,Bowers,tina.bowers.2761@gslingacademy.com,female,False,9,False,10,Banker,95,88,62,85,82,94,73
2762,Rebecca,Mckay,rebecca.mckay.2762@gslingacademy.com,female,False,1,False,27,Banker,88,82,90,94,99,78,65
2763,Holly,Sanchez,holly.sanchez.2763@gslingacademy.com,female,False,6,False,19,Banker,84,85,83,69,82,91,69
2764,Elizabeth,Smith,elizabeth.smith.2764@gslingacademy.com,female,False,1,False,13,Banker,82,87,98,73,74,89,66
2765,Jennifer,Gonzalez,jennifer.gonzalez.2765@gslingacademy.com,female,False,4,True,12,Banker,97,77,66,93,99,78,91
2766,Carl,Ferguson,carl.ferguson.2766@gslingacademy.com,male,False,3,False,21,Banker,77,93,69,75,88,81,89
2767,Gary,Gentry,gary.gentry.2767@gslingacademy.com,male,False,6,True,18,Banker,85,74,79,82,71,87,67
2768,Patrick,West,patrick.west.2768@gslingacademy.com,male,False,3,False,15,Banker,89,76,84,93,64,86,95
2769,Melissa,Richard,melissa.richard.2769@gslingacademy.com,female,False,1,False,12,Banker,83,69,93,60,98,83,88
2770,Shannon,Johnson,shannon.johnson.2770@gslingacademy.com,female,False,2,False,24,Banker,90,98,89,78,74,93,65
2771,Scott,Jacobson,scott.jacobson.2771@gslingacademy.com,male,False,2,True,12,Banker,81,68,97,86,90,78,80
2772,Arthur,Harris,arthur.harris.2772@gslingacademy.com,male,False,1,False,31,Banker,90,100,76,76,84,79,84
2773,Denise,Rodriguez,denise.rodriguez.2773@gslingacademy.com,female,False,0,True,29,Banker,89,66,72,77,79,95,92
2774,Jordan,Boyd,jordan.boyd.2774@gslingacademy.com,female,False,4,False,32,Banker,91,94,81,61,61,82,73
2775,April,Greene,april.greene.2775@gslingacademy.com,female,False,3,False,22,Banker,96,75,79,72,69,94,64
2776,Katherine,Donaldson,katherine.donaldson.2776@gslingacademy.com,female,False,2,False,28,Banker,87,76,87,98,61,92,81
2777,Harold,Daniels,harold.daniels.2777@gslingacademy.com,male,False,2,False,31,Banker,79,70,82,63,90,89,96
2778,Jeffrey,Knight,jeffrey.knight.2778@gslingacademy.com,male,False,2,False,15,Banker,93,84,86,82,62,87,84
2779,Anne,Johnston,anne.johnston.2779@gslingacademy.com,female,False,1,False,18,Banker,75,66,61,69,68,96,63
2780,Patrick,Clark,patrick.clark.2780@gslingacademy.com,male,False,7,False,16,Banker,92,60,76,61,94,93,94
2781,Kenneth,Sparks,kenneth.sparks.2781@gslingacademy.com,male,False,3,False,24,Banker,99,77,82,60,88,91,93
2782,Debra,Walter,debra.walter.2782@gslingacademy.com,female,False,3,True,25,Banker,90,97,64,64,61,81,93
2783,Kenneth,Gilbert,kenneth.gilbert.2783@gslingacademy.com,male,False,7,False,34,Banker,75,88,71,62,90,78,95
2784,Thomas,George,thomas.george.2784@gslingacademy.com,male,False,0,False,12,Banker,83,81,96,96,62,82,77
2785,Charles,Torres,charles.torres.2785@gslingacademy.com,male,False,2,False,24,Banker,84,63,98,70,92,78,93
2786,Jonathan,Finley,jonathan.finley.2786@gslingacademy.com,male,False,2,True,29,Banker,89,71,77,88,66,80,87
2787,Melissa,Terry,melissa.terry.2787@gslingacademy.com,female,True,1,True,15,Banker,96,87,64,88,64,92,77
2788,Mallory,Collins,mallory.collins.2788@gslingacademy.com,female,False,8,True,28,Banker,76,69,86,72,71,79,63
2789,Matthew,Aguilar,matthew.aguilar.2789@gslingacademy.com,male,False,2,False,11,Banker,88,98,81,61,62,96,60
2790,Kathryn,Powell,kathryn.powell.2790@gslingacademy.com,female,False,8,False,11,Banker,97,66,76,80,81,82,64
2791,Scott,Bishop,scott.bishop.2791@gslingacademy.com,male,False,6,False,10,Banker,84,94,60,83,97,75,97
2792,Terry,Dean,terry.dean.2792@gslingacademy.com,male,True,1,False,20,Banker,82,70,86,66,97,93,91
2793,Anthony,Clark,anthony.clark.2793@gslingacademy.com,male,False,3,False,24,Banker,80,66,67,72,78,99,67
